Part Number;Package;Color;Dominant Wavelength Min. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Typ. (nm)orColor Coordinate(x, y)(nm);Dominant Wavelength Max. (nm)orColor Coordinate(x, y)(nm);Luminous Intensity IVMin.(mcd);Luminous Intensity IVTyp.(mcd);Luminous Intensity IVMax.(mcd);IFforIV(mA);Luminous Flux ΦVMin.(mIm);Luminous Flux ΦVTyp.(mIm);Luminous Flux ΦVMax.(mIm);IFforΦV(mA);Forward Voltage, VFTyp.(V);Forward Voltage, VFMax.(V);Angle of Half Intensity(± °);Key Feature;Image path;Datasheet part;3d model part
VLMG21J2M1;SMD MiniLED;Green;562;572;575;5.6;12;22.4;10;;;;;2.1;2.8;60;Standard;81750;leds\VLMG21J2M1\VLMG21J2M1.pdf;
VLMG21K1L2;SMD MiniLED;Green;562;572;575;7.1;12;18;10;;;;;2.1;2.8;60;Standard;81750;leds\VLMG21K1L2\VLMG21K1L2.pdf;
VLMG3100;SMD PLCC-2;Green;562;572;575;4.5;16;;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMG3100\VLMG3100.pdf;
VLMG3102;SMD PLCC-2;Green;562;572;575;11.2;16;18;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMG3102\VLMG3102.pdf;
VLMG3105;SMD PLCC-2;Green;562;572;575;7.1;16;18;10;;;;;2.1;2.8;60;Standard;84789;leds\VLMG3105\VLMG3105.pdf;
VLMG31K1L2;SMD PLCC-2;Green;562;572;575;7.1;15;18;10;;;;;2.1;2.8;60;Standard;81323;leds\VLMG31K1L2\VLMG31K1L2.pdf;
VLMG31K1M2;SMD PLCC-2;Green;562;572;575;7.1;15;28;10;;;;;2.1;2.8;60;Standard;81323;leds\VLMG31K1M2\VLMG31K1M2.pdf;
VLMG31L1M2;SMD PLCC-2;Green;562;572;575;11.2;16;28;10;;;;;2.1;2.8;60;Standard;81323;leds\VLMG31L1M2\VLMG31L1M2.pdf;
VLMH3100;SMD PLCC-2;Amber;612;619;625;2.8;12;;10;;;;;2;2.8;60;Standard;84789;leds\VLMH3100\VLMH3100.pdf;
VLMH3102;SMD PLCC-2;Amber;612;619;625;7.1;12;18;10;;;;;2;2.8;60;Standard;84789;leds\VLMH3102\VLMH3102.pdf;
VLMK20K1L2;SMD MiniLED;Amber;612;622;624;7.1;;18;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMK20K1L2\VLMK20K1L2.pdf;
VLMK2300;SMD MiniLED;Super red;;630;;35.5;90;;20;;;;;1.9;2.6;60;Power;81219;leds\VLMK2300\VLMK2300.pdf;
VLMK233U1AA;SMD MiniLED;Amber;611;616;622;450;680;1400;20;;;;;2.1;2.6;60;Power;82423;leds\VLMK233U1AA\VLMK233U1AA.pdf;
VLMK234ABCA;SMD MiniLED;Amber;611;616;622;1400;2500;3550;50;;;;;2.25;2.8;60;Power;84215;leds\VLMK234ABCA\VLMK234ABCA.pdf;
VLMK235T2V1;SMD MiniLED;Amber;611;616;622;355;550;900;20;;;;;2.0;2.6;60;Power;84589;leds\VLMK235T2V1\VLMK235T2V1.pdf;
VLMK23P2R1;SMD MiniLED;Red;;630;;56;120;140;20;;;;;1.9;2.6;60;Power;81681;leds\VLMK23P2R1\VLMK23P2R1.pdf;
VLMK23P2S1;SMD MiniLED;Red;;630;;56;125;224;20;;;;;1.9;2.6;60;Power;81681;leds\VLMK23P2S1\VLMK23P2S1.pdf;
VLMK3100;SMD PLCC-2;Red;;630;;11.2;50;;10;;;;;1.9;2.6;60;Standard;81230;leds\VLMK3100\VLMK3100.pdf;
VLMK3102;SMD PLCC-2;Red;;630;;22.4;43;56;10;;;;;1.9;2.6;60;Standard;81230;leds\VLMK3102\VLMK3102.pdf;
VLMK3105;SMD PLCC-2;Red;;630;;35.5;50;90;10;;;;;1.9;2.6;60;Standard;81230;leds\VLMK3105\VLMK3105.pdf;
VLMK31Q1R2;SMD PLCC-2;Red;;630;;71;138;180;20;;;;;1.9;2.6;60;Standard;81329;leds\VLMK31Q1R2\VLMK31Q1R2.pdf;
VLMK31R1S1;SMD PLCC-2;Red;;630;;112;142;224;20;;;;;1.9;2.6;60;Standard;81329;leds\VLMK31R1S1\VLMK31R1S1.pdf;
VLMK31R1S2;SMD PLCC-2;Red;;630;;112;142;280;20;;;;;1.9;2.6;60;Standard;81329;leds\VLMK31R1S2\VLMK31R1S2.pdf;
VLMK31R2S2;SMD PLCC-2;Red;;630;;140;160;280;20;;;;;1.9;2.6;60;Standard;81329;leds\VLMK31R2S2\VLMK31R2S2.pdf;
VLMK333U2AB;SMD PLCC-2;Amber;611;616;622;560;850;1800;20;;;;;2.1;2.6;60;Power;82383;leds\VLMK333U2AB\VLMK333U2AB.pdf;
VLMK334BACB;SMD PLCC-2;Amber;611;616;622;1800;2800;4500;50;;;;;2.25;2.8;60;Power;84213;leds\VLMK334BACB\VLMK334BACB.pdf;
VLMK335U1V2;SMD PLCC-2;Amber;611;616;622;450;630;1120;20;;;;;2.1;2.6;60;Power;84911;leds\VLMK335U1V2\VLMK335U1V2.pdf;
VLMK33S1T1;SMD PLCC-2;Amber;611;617;622;180;275;355;20;;;;;1.9;2.5;60;Power;81350;leds\VLMK33S1T1\VLMK33S1T1.pdf;
VLMKE3400 VLMKE3401;SMD PLCC-4;Red;;630;;56;;180;20;;;;;1.9;2.6;60;Bicolor;81229;leds\VLMKE3400 VLMKE3401\VLMKE3400 VLMKE3401.pdf;
VLMKE3400 VLMKE3401;SMD PLCC-4;Yellow;581;588;594;90;;280;20;;;;;2;2.6;60;Bicolor;81229;leds\VLMKE3400 VLMKE3401\VLMKE3400 VLMKE3401.pdf;
VLMKG3400;SMD PLCC-4;Super red;627;633;639;56;;140;20;;;;;1.9;2.6;60;Bicolor;81359;leds\VLMKG3400\VLMKG3400.pdf;
VLMKG3400;SMD PLCC-4;Green;564;570;575;35.5;;90;20;;;;;2.0;2.6;60;Bicolor;81359;leds\VLMKG3400\VLMKG3400.pdf;
VLMO1300;SMD 0603 ChipLED;Soft orange;;605;;45;90;;20;;;;;2.0;2.4;65;Standard;82437;leds\VLMO1300\VLMO1300.pdf;
VLMO1500;SMD 0402 ChipLED;Soft orange;598;605;612;45;90;280;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMO1500\VLMO1500.pdf;
VLMO20J2M1;SMD MiniLED;Soft orange;598;605;611;5.6;;22.4;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMO20J2M1\VLMO20J2M1.pdf;
VLMO2100;SMD MiniLED;Soft orange;598;605;611;3.55;7.0;;10;;;;;2.1;3;60;Standard;81233;leds\VLMO2100\VLMO2100.pdf;
VLMO233U1AA;SMD MiniLED;Soft orange;600;605;611;450;760;1400;20;;;;;2.1;2.6;60;Power;82423;leds\VLMO233U1AA\VLMO233U1AA.pdf;
VLMO235U1V2;SMD MiniLED;Soft orange;600;605;611;450;650;1120;20;;;;;2.0;2.6;60;Power;84589;leds\VLMO235U1V2\VLMO235U1V2.pdf;
VLMO235U2V2-35;SMD MiniLED;Soft orange;602;605;609;560;700;1120;20;;;;;2.0;2.6;60;Power;84589;leds\VLMO235U2V2-35\VLMO235U2V2-35.pdf;
VLMO30K1M2;SMD PLCC-2;Orange;600;605;609;7.1;16;28;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMO30K1M2\VLMO30K1M2.pdf;
VLMO30L1M2;SMD PLCC-2;Orange;600;605;609;11.2;16.5;28;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMO30L1M2\VLMO30L1M2.pdf;
VLMO3100;SMD PLCC-2;Soft orange;598;605;611;2.8;8;;10;;;;;2;2.8;60;Standard;84789;leds\VLMO3100\VLMO3100.pdf;
VLMO31J1K2;SMD PLCC-2;Soft orange;598;605;611;4.5;8;11.2;10;;;;;2.0;2.8;60;Standard;81333;leds\VLMO31J1K2\VLMO31J1K2.pdf;
VLMO31K1L2;SMD PLCC-2;Soft orange;598;605;611;7.1;8.5;18;10;;;;;2.0;2.8;60;Standard;81333;leds\VLMO31K1L2\VLMO31K1L2.pdf;
VLMO333U2AB;SMD PLCC-2;Soft orange;600;605;611;560;950;1800;20;;;;;2.1;2.6;60;Power;82383;leds\VLMO333U2AB\VLMO333U2AB.pdf;
VLMO335U2AA;SMD PLCC-2;Soft orange;600;605;611;560;700;1400;20;;;;;2.1;2.6;60;Power;84911;leds\VLMO335U2AA\VLMO335U2AA.pdf;
VLMP20D2G1;SMD MiniLED;Pure green;555;;565;0.56;;2.24;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMP20D2G1\VLMP20D2G1.pdf;
VLMP23L2M2;SMD MiniLED;Pure green;555;560;565;14;;28;20;;;;;2.2;2.6;60;Standard;81704;leds\VLMP23L2M2\VLMP23L2M2.pdf;
VLMP3100;SMD PLCC-2;Pure green;555;560;565;1.12;4;;6;;;;;2.1;2.8;60;Standard;81328;leds\VLMP3100\VLMP3100.pdf;
VLMP3102;SMD PLCC-2;Pure green;555;560;565;2.8;4;5.6;6;;;;;2.1;2.8;60;Standard;81328;leds\VLMP3102\VLMP3102.pdf;
VLMP31G2J1;SMD PLCC-2;Pure green;555;560;565;2.24;3.6;5.6;6;;;;;2.1;2.8;60;Standard;81328;leds\VLMP31G2J1\VLMP31G2J1.pdf;
VLMP31H2J2;SMD PLCC-2;Pure green;555;560;565;3.55;4.3;7.1;6;;;;;2.1;2.8;60;Standard;81328;leds\VLMP31H2J2\VLMP31H2J2.pdf;
VLMPG31L1M2;SMD PLCC-2;Pure green;555;559;565;11.2;18;28;20;;;;;2.0;2.6;60;Standard;81653;leds\VLMPG31L1M2\VLMPG31L1M2.pdf;
VLMPG33N1P2;SMD PLCC-2;Pure green;555;560;565;28;42;71;30;;;;;2.0;2.5;60;Power;81335;leds\VLMPG33N1P2\VLMPG33N1P2.pdf;
VLMR233T2V2;SMD MiniLED;Red;619;625;631;355;650;1120;20;;;;;2.0;2.6;60;Power;82423;leds\VLMR233T2V2\VLMR233T2V2.pdf;
VLMR234ABCA;SMD MiniLED;Red;619;625;631;1400;2000;3550;50;;;;;2.2;2.8;60;Power;84215;leds\VLMR234ABCA\VLMR234ABCA.pdf;
VLMR235T2V1;SMD MiniLED;Red;619;625;631;355;520;900;20;;;;;2.1;2.6;60;Power;84589;leds\VLMR235T2V1\VLMR235T2V1.pdf;
VLMR31Q2T1;SMD PLCC-2;Amber;612;618;624;90;160;355;20;;;;;2.0;2.4;60;Standard;82419;leds\VLMR31Q2T1\VLMR31Q2T1.pdf;
VLMR333U1AA;SMD PLCC-2;Red;619;625;631;450;750;1400;20;;;;;2;2.6;60;Power;82383;leds\VLMR333U1AA\VLMR333U1AA.pdf;
VLMR334BACB;SMD PLCC-2;Red;619;625;631;1800;2200;4500;50;;;;;2.2;2.8;60;Power;84213;leds\VLMR334BACB\VLMR334BACB.pdf;
VLMR335U1V2;SMD PLCC-2;Red;619;625;631;450;560;1120;20;;;;;2;2.6;60;Power;84911;leds\VLMR335U1V2\VLMR335U1V2.pdf;
VLMR33T1U2;SMD PLCC-2;Amber;611;617;622;280;450;710;30;;;;;2.0;2.5;60;Power;81336;leds\VLMR33T1U2\VLMR33T1U2.pdf;
VLMRGB6112-00;SMD PLCC-6;Blue;463;469;476;180;230;450;20;;;;;3.0;3.6;60;RGB;84342;leds\VLMRGB6112-00\VLMRGB6112-00.pdf;
VLMRGB6112-00;SMD PLCC-6;True green;519;526;534;900;1030;1800;20;;;;;3.1;3.6;60;RGB;84342;leds\VLMRGB6112-00\VLMRGB6112-00.pdf;
VLMRGB6112-00;SMD PLCC-6;Red;618;624;629;560;730;920;20;;;;;2.0;2.4;60;RGB;84342;leds\VLMRGB6112-00\VLMRGB6112-00.pdf;
VLMS1300;SMD 0603 ChipLED;Super red;;631;;18;54;;20;;;;;2.0;2.4;65;Standard;82437;leds\VLMS1300\VLMS1300.pdf;
VLMS1500;SMD 0402 ChipLED;Super red;;631;;18;54;180;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMS1500\VLMS1500.pdf;
VLMS1501;SMD 0402 ChipLED;Super red;;631;;28;54;180;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMS1501\VLMS1501.pdf;
VLMS1502;SMD 0402 ChipLED;Super red;624;631;636;45;;112;20;;;;;2.00;2.40;65;Standard;82554;leds\VLMS1502\VLMS1502.pdf;
VLMS2000;SMD MiniLED;Super red;;630;;2.24;4.5;;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMS2000\VLMS2000.pdf;
VLMS20H2K1;SMD MiniLED;Super red;;630;;3.55;;9;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMS20H2K1\VLMS20H2K1.pdf;
VLMS20H2L1;SMD MiniLED;Super red;;630;;3.55;;14;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMS20H2L1\VLMS20H2L1.pdf;
VLMS20J2L1;SMD MiniLED;Super red;;630;;5.6;;14;2;;;;;1.8;2.2;60;Low current;81339;leds\VLMS20J2L1\VLMS20J2L1.pdf;
VLMS233T1V1;SMD MiniLED;Super red;626;630;639;280;450;900;20;;;;;2.0;2.6;60;Power;82423;leds\VLMS233T1V1\VLMS233T1V1.pdf;
VLMS234V2BA;SMD MiniLED;Super red;626;630;639;900;1400;2240;50;;;;;2.2;2.8;60;Power;84215;leds\VLMS234V2BA\VLMS234V2BA.pdf;
VLMS235S2U1;SMD MiniLED;Super red;626;630;639;224;370;560;20;;;;;2.1;2.6;60;Power;84589;leds\VLMS235S2U1\VLMS235S2U1.pdf;
VLMS3000;SMD PLCC-2;Super red;624;630;636;2.8;10;;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMS3000\VLMS3000.pdf;
VLMS30J1K2;SMD PLCC-2;Super red;624;630;636;4.5;8.5;11.2;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMS30J1K2\VLMS30J1K2.pdf;
VLMS30J1L2;SMD PLCC-2;Super red;624;630;636;4.5;10;18;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMS30J1L2\VLMS30J1L2.pdf;
VLMS30K1L2;SMD PLCC-2;Super red;624;630;636;7.1;10.5;18;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMS30K1L2\VLMS30K1L2.pdf;
VLMS30K2L2;SMD PLCC-2;Super red;624;630;636;9;12;18;2;;;;;1.8;2.2;60;Low current;81322;leds\VLMS30K2L2\VLMS30K2L2.pdf;
VLMS3100;SMD PLCC-2;Red;624;630;636;2.8;9.4;;10;;;;;2.0;2.6;60;Standard;81214;leds\VLMS3100\VLMS3100.pdf;
VLMS31J1K2;SMD PLCC-2;Red;624;630;638;4.5;9;11.2;10;;;;;1.9;2.6;60;Standard;81327;leds\VLMS31J1K2\VLMS31J1K2.pdf;
VLMS31J1L2;SMD PLCC-2;Red;624;630;638;4.5;9;18;10;;;;;1.9;2.6;60;Standard;81327;leds\VLMS31J1L2\VLMS31J1L2.pdf;
VLMS31J2L1;SMD PLCC-2;Red;624;630;638;5.6;9;14;10;;;;;1.9;2.6;60;Standard;81327;leds\VLMS31J2L1\VLMS31J2L1.pdf;
VLMS31K1L2;SMD PLCC-2;Red;624;630;638;7.1;9.4;18;10;;;;;1.9;2.6;60;Standard;81327;leds\VLMS31K1L2\VLMS31K1L2.pdf;
VLMS333T2V2;SMD PLCC-2;Super red;626;630;639;355;550;1120;20;;;;;2;2.6;60;Power;82383;leds\VLMS333T2V2\VLMS333T2V2.pdf;
VLMS334AABB;SMD PLCC-2;Super red;626;630;639;1120;1600;2800;50;;;;;2.2;2.8;60;Power;84213;leds\VLMS334AABB\VLMS334AABB.pdf;
VLMS335T1U2;SMD PLCC-2;Super red;626;630;639;280;390;710;20;;;;;2;2.6;60;Power;84911;leds\VLMS335T1U2\VLMS335T1U2.pdf;
VLMS33S1T2;SMD PLCC-2;Super red;626;630;638;180;290;450;30;;;;;2.0;2.5;60;Power;81336;leds\VLMS33S1T2\VLMS33S1T2.pdf;
VLMS33S1U1;SMD PLCC-2;Super red;626;630;638;180;290;560;30;;;;;2.0;2.5;60;Power;81336;leds\VLMS33S1U1\VLMS33S1U1.pdf;
VLMT3100;SMD PLCC-2;Red;612;618;625;0.28;1.1;;2;;;;;2.2;2.9;60;Low current;81710;leds\VLMT3100\VLMT3100.pdf;
VLMTG1300;SMD 0603 ChipLED;True green;;525;;71;;450;20;;;;;3.2;3.6;65;Standard;82437;leds\VLMTG1300\VLMTG1300.pdf;
VLMTG1400;SMD 0603 ChipLED;True green;515;525;535;1200;1400;2800;20;;;;;2.80;3.05;73;Power;84393;leds\VLMTG1400\VLMTG1400.pdf;
VLMTG1401;SMD 0603 ChipLED;True green;515;525;535;1200;1400;2800;20;;;;;2.80;3.05;73;Power;84393;leds\VLMTG1401\VLMTG1401.pdf;
VLMTG1402;SMD 0603 ChipLED;True green;520;527;535;1200;1400;2800;20;;;;;2.80;3.05;73;Power;84393;leds\VLMTG1402\VLMTG1402.pdf;
VLMTG1500;SMD 0402 ChipLED;True green;520;;535;28;;280;5;;;;;;3.10;65;Standard;82554;leds\VLMTG1500\VLMTG1500.pdf;
VLMTG1501;SMD 0402 ChipLED;True green;520;;535;56;;180;5;;;;;;3.10;65;Standard;82554;leds\VLMTG1501\VLMTG1501.pdf;
VLMTG2332ABCA;SMD MiniLED;True green;515;525;541;1400;2300;3550;20;;;;;2.9;3.4;60;Standard;80264;leds\VLMTG2332ABCA\VLMTG2332ABCA.pdf;
VLMTG41S2U1;SMD PLCC-2;True green;515;530;541;224;380;560;10;;;;;3.2;4.2;60;Standard;83377;leds\VLMTG41S2U1\VLMTG41S2U1.pdf;
VLMU1610-365-135;SMD ceramic mid power;Ultraviolet;362.5;367;370;;;;;;;;20;3.5;4.0;67.5;Power;84374;leds\VLMU1610-365-135\VLMU1610-365-135.pdf;
VLMU3100;SMD PLCC-2;Ultraviolet;400;405;410;;;;20;;;;;3.2;3.6;60;Standard;82556;leds\VLMU3100\VLMU3100.pdf;
VLMU3510-365-130;SMD ceramic high power;Ultraviolet;362.5;367;370;;;;;;;;500;4.0;4.4;65;Power;84363;leds\VLMU3510-365-130\VLMU3510-365-130.pdf;
VLMU3511-365-130;SMD ceramic high power;Ultraviolet;360;367;370;;;;;;;;600;3.6;4.0;65;Power;80182;leds\VLMU3511-365-130\VLMU3511-365-130.pdf;
VLMU35A10-385-130;SMD ceramic high power;UVA;380;385;390;;;;;1225;1440;1805;700;3.6;4.4;65;Power;80411;leds\VLMU35A10-385-130\VLMU35A10-385-130.pdf;
VLMU35A10-395-130;SMD ceramic high power;UVA;390;395;400;;;;;1225;1450;1805;700;3.6;4.4;65;Power;80411;leds\VLMU35A10-395-130\VLMU35A10-395-130.pdf;
VLMU35A10-405-130;SMD ceramic high power;UVA;400;405;410;;;;;1225;1480;1805;700;3.6;4.4;65;Power;80411;leds\VLMU35A10-405-130\VLMU35A10-405-130.pdf;
VLMU35CB20-275-120;SMD ceramic;Ultraviolet;270;273;280;;;;;;;;120;6.2;7.0;60;Power;80232;leds\VLMU35CB20-275-120\VLMU35CB20-275-120.pdf;
VLMU35CB21-275-120;SMD ceramic;Ultraviolet;270;273;280;;;;;;;;120;6.2;7.0;60;Power;80232;leds\VLMU35CB21-275-120\VLMU35CB21-275-120.pdf;
VLMU35CL20-275-120;SMD ceramic;Ultraviolet;265;277;285;;;;;;;;20;6.0;7.0;60;Power;80254;leds\VLMU35CL20-275-120\VLMU35CL20-275-120.pdf;
VLMU35CR40-275-120;SMD ceramic;Ultraviolet;265;274;280;;;;;;;;250;6.5;7.7;60;Power;80320;leds\VLMU35CR40-275-120\VLMU35CR40-275-120.pdf;
VLMU35CR41-275-120;SMD ceramic;Ultraviolet;265;274;280;;;;;;;;250;6.5;7.7;60;Power;80320;leds\VLMU35CR41-275-120\VLMU35CR41-275-120.pdf;
VLMU35CT20-275-120;SMD ceramic;Ultraviolet;270;274;280;;;;;;;;180;6.3;7.0;60;Power;80256;leds\VLMU35CT20-275-120\VLMU35CT20-275-120.pdf;
VLMU35CT21-275-120;SMD ceramic;Ultraviolet;270;274;280;;;;;;;;180;6.3;7.0;60;Power;80256;leds\VLMU35CT21-275-120\VLMU35CT21-275-120.pdf;
VLMV3100;SMD PLCC-3;Red;612;620;625;2.8;12;;10;;;;;2.0;3;60;Bicolor;81347;leds\VLMV3100\VLMV3100.pdf;
VLMV3100;SMD PLCC-3;Green;562;571;575;2.8;14;;10;;;;;2.1;3;60;Bicolor;81347;leds\VLMV3100\VLMV3100.pdf;
VLMW1300;SMD 0603 ChipLED;White;;0.294, 0.286;;45;;180;5;;;;;;3.15;65;Standard;82435;leds\VLMW1300\VLMW1300.pdf;
VLMW1301;SMD 0603 ChipLED;White;;0.294, 0.286;;90;;180;5;;;;;;3.00;65;Standard;84248;leds\VLMW1301\VLMW1301.pdf;
VLMW1500;SMD 0402 ChipLED;White;;0.304, 0.300;;45;90;180;5;;;;;2.90;3.05;65;Standard;82522;leds\VLMW1500\VLMW1500.pdf;
